Test Name,Iterations,Working Set Size Per Thread (KB),Total Number of Threads,Number of Load Generating Threads,NUMA Memory Node,NUMA CPU Node,Load Access Pattern,Load Read/Write Mix,Load Chunk Size (bits),Load Stride Size (chunks),Mean Load Throughput,Min Load Throughput,25th Percentile Load Throughput,Median Load Throughput,75th Percentile Load Throughput,95th Percentile Load Throughput,99th Percentile Load Throughput,Max Load Throughput,Mode Load Throughput,Throughput Units,Mean Latency,Min Latency,25th Percentile Latency,Median Latency,75th Percentile Latency,95th Percentile Latency,99th Percentile Latency,Max Latency,Mode Latency,Latency Units,NAME? Mean Power (W),NAME? Peak Power (W),Extension Info,Notes,
Test #1L (Latency),1,4,1,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MB/s,1.26749,1.26749,1.26749,1.26749,1.26749,1.26749,1.26749,1.26749,1.26749,ns/access,0,0,N/A,,
Test #1T (Throughput),1,4,1,1,0,0,SEQUENTIAL,READ,32,16,18109.8,18109.8,18109.8,18109.8,18109.8,18109.8,18109.8,18109.8,18109.8,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #2T (Throughput),1,4,1,1,0,0,SEQUENTIAL,WRITE,32,16,11539.4,11539.4,11539.4,11539.4,11539.4,11539.4,11539.4,11539.4,11539.4,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #1L (Latency),1,4,1,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MB/s,1.29629,1.29629,1.29629,1.29629,1.29629,1.29629,1.29629,1.29629,1.29629,ns/access,0,0,N/A,,
Test #1T (Throughput),1,4,1,1,0,0,SEQUENTIAL,READ,32,1,22085.9,22085.9,22085.9,22085.9,22085.9,22085.9,22085.9,22085.9,22085.9,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #2T (Throughput),1,4,1,1,0,0,SEQUENTIAL,WRITE,32,1,10456.7,10456.7,10456.7,10456.7,10456.7,10456.7,10456.7,10456.7,10456.7,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #1L (Latency),1,4,1,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MB/s,1.35075,1.35075,1.35075,1.35075,1.35075,1.35075,1.35075,1.35075,1.35075,ns/access,0,0,N/A,,
Test #1T (Throughput),1,4,1,1,0,0,SEQUENTIAL,READ,32,2,22610.5,22610.5,22610.5,22610.5,22610.5,22610.5,22610.5,22610.5,22610.5,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #2T (Throughput),1,4,1,1,0,0,SEQUENTIAL,WRITE,32,2,11263.4,11263.4,11263.4,11263.4,11263.4,11263.4,11263.4,11263.4,11263.4,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #1L (Latency),1,4,1,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MB/s,1.32525,1.32525,1.32525,1.32525,1.32525,1.32525,1.32525,1.32525,1.32525,ns/access,0,0,N/A,,
Test #1T (Throughput),1,4,1,1,0,0,SEQUENTIAL,READ,32,4,21952.6,21952.6,21952.6,21952.6,21952.6,21952.6,21952.6,21952.6,21952.6,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #2T (Throughput),1,4,1,1,0,0,SEQUENTIAL,WRITE,32,4,11831.8,11831.8,11831.8,11831.8,11831.8,11831.8,11831.8,11831.8,11831.8,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #1L (Latency),1,4,1,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MB/s,1.31002,1.31002,1.31002,1.31002,1.31002,1.31002,1.31002,1.31002,1.31002,ns/access,0,0,N/A,,
Test #1T (Throughput),1,4,1,1,0,0,SEQUENTIAL,READ,32,8,22748.3,22748.3,22748.3,22748.3,22748.3,22748.3,22748.3,22748.3,22748.3,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #2T (Throughput),1,4,1,1,0,0,SEQUENTIAL,WRITE,32,8,11700.6,11700.6,11700.6,11700.6,11700.6,11700.6,11700.6,11700.6,11700.6,MB/s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,,
Test #1L (Latency),1,4,1,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MB/s,1.28791,1.28791,1.28791,1.28791,1.28791,1.28791,1.28791,1.28791,1.28791,ns/access,0,0,N/A,,
